"","authorID","groupID","match_name","matchID","similarity","confidence","flagged","AU","AF","author_order","address","RP_address","RI","OI","EM","refID","TA","SO","UT","PT","PU","PY","university","country","state","postal_code","city","department"
"65",65,65,NA,NA,NA,NA,0,"Li, H","Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.",NA,"C-7451-2016","0000-0003-3604-9271",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","guizhou univ","peoples r china","guizhou"," 55002","guiyang","state key lab breeding base green pesticide & agr"
"66",66,65,NA,NA,NA,NA,0,"Li, H","Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.",NA,"C-7451-2016","0000-0003-3604-9271",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","guizhou univ","peoples r china","guizhou"," 55002","guiyang","state key lab breeding base green pesticide & agr"
"67",67,65,NA,NA,NA,NA,0,"Li, H","Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.",NA,"Y-5303-2019","0000-0003-3604-9271",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","guizhou univ","peoples r china","guizhou"," 55002","guiyang","state key lab breeding base green pesticide & agr"
"68",68,65,NA,NA,NA,NA,0,"Li, H","Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.",NA,"Y-5303-2019","0000-0003-3604-9271",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","guizhou univ","peoples r china","guizhou"," 55002","guiyang","state key lab breeding base green pesticide & agr"
"69",69,69,NA,NA,NA,NA,0,"Luque, R","Luque, Rafael",7,"Univ Cordoba, Dept Quim Organ, Campus Rabanales, E-14014 Cordoba, Spain.",NA,"F-9853-2010","0000-0003-4190-1916",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","univ cordoba","spain",NA,"14014"," cordoba","dept quim organ"
"70",70,70,NA,NA,NA,NA,0,"Pandey, A","Pandey, Ashok",4,"CSIR, Indian Inst Toxicol Res, Lucknow 226001, Uttar Pradesh, India.",NA,"AAC-6340-2019","0000-0003-1626-3529",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","csir","india","uttar pradesh"," 22600","lucknow","indian inst toxicol res"
"71",71,71,NA,NA,NA,NA,0,"Riisager, A","Riisager, Anders",2,"Tech Univ Denmark, Dept Chem, Ctr Catalysis & Sustainable Chem, DK-2800 Lyngby, Denmark.",NA,NA,"0000-0002-7086-1143",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","tech univ denmark","denmark",NA,"2800"," lyngby","dept chem"
"72",72,72,NA,NA,NA,NA,0,"Sangwan, RS","Sangwan, Rajender S.",5,"CIAB, Lab Bioprod Chem, Mohali 140306, Punjab, India.",NA,NA,NA,NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","ciab","india","punjab"," 14030","mohali","lab bioprod chem"
"73",73,73,NA,NA,NA,NA,0,"Saravanamurugan, S","Saravanamurugan, Shunmugavel",3,"CIAB, Lab Bioprod Chem, Mohali 140306, Punjab, India.",NA,NA,NA,"saravana@ciab.res.in",12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","ciab","india","punjab"," 14030","mohali","lab bioprod chem"
"74",74,74,NA,NA,NA,NA,0,"Yang, S","Yang, Song",6,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.",NA,"H-2765-2013","0000-0003-1301-3030",NA,12,"Carbon-Increasing Catalytic Strategies for Upgrading Biomass into
Energy-Intensive Fuels and Chemicals","ACS CATALYSIS","WOS:000419751100021","J","AMER CHEMICAL SOC","2018","guizhou univ","peoples r china","guizhou"," 55002","guiyang","state key lab breeding base green pesticide & agr"
"75",75,75,NA,NA,NA,NA,0,"Banister, D","Banister, David",2,"Could not be extracted",NA,NA,NA,NA,13,"Energy and health 3 - Energy and transport","LANCET","WOS:000249727900031","J","ELSEVIER SCIENCE INC","2007",NA,NA,NA,NA,NA,NA
"76",76,3231,"Edwards, P. P.",3231,0.363636363636364,4,0,"Edwards, P","Edwards, Phil",3,"Could not be extracted",NA,NA,"0000-0003-4431-8822",NA,13,"Energy and health 3 - Energy and transport","LANCET","WOS:000249727900031","J","ELSEVIER SCIENCE INC","2007",NA,NA,NA,NA,NA,NA
"77",77,77,NA,NA,NA,NA,0,"Prentice, AM","Prentice, Andrew M.",4,"Could not be extracted",NA,"AAG-1961-2019",NA,NA,13,"Energy and health 3 - Energy and transport","LANCET","WOS:000249727900031","J","ELSEVIER SCIENCE INC","2007",NA,NA,NA,NA,NA,NA
"78",78,78,NA,NA,NA,NA,0,"Roberts, I","Roberts, Ian",5,"Could not be extracted",NA,NA,NA,NA,13,"Energy and health 3 - Energy and transport","LANCET","WOS:000249727900031","J","ELSEVIER SCIENCE INC","2007",NA,NA,NA,NA,NA,NA
"79",79,79,NA,NA,NA,NA,0,"Woodcock, J","Woodcock, James",1,"London Sch Hyg & Trop Med, London WC1E 5HT, England.",NA,"AAH-6753-2021","0000-0003-4769-5375","james.woodcock@lshtm.ac.uk",13,"Energy and health 3 - Energy and transport","LANCET","WOS:000249727900031","J","ELSEVIER SCIENCE INC","2007","london sch hyg & trop med","england",NA,NA,"london wce ht",NA
"80",80,80,NA,NA,NA,NA,0,"Binitha, NN","Binitha, Narayanan N.",3,"Sree Neelakanta Govt Sanskrit Coll Pattambi, Deparment Chem, Pattambi, Kerala, India.",NA,NA,NA,NA,14,"Aviation biofuel from renewable resources: Routes, opportunities and
challenges","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000348084800093","J","PERGAMON-ELSEVIER SCIENCE LTD","2015","sree neelakanta govt sanskrit coll pattambi","india","kerala",NA,"pattambi","deparment chem"
"81",81,81,NA,NA,NA,NA,0,"Hari, TK","Hari, Thushara Kandaramath",1,"Univ Kebangsaan Malaysia, Fac Engn & Built Environm, Dept Chem & Proc Engn, Bangi 43600, Malaysia.",NA,NA,NA,NA,14,"Aviation biofuel from renewable resources: Routes, opportunities and
challenges","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000348084800093","J","PERGAMON-ELSEVIER SCIENCE LTD","2015","univ kebangsaan malaysia","malaysia",NA," 43600","bangi","fac engn & built environm"
"82",82,82,NA,NA,NA,NA,0,"Yaakob, Z","Yaakob, Zahira",2,"Univ Kebangsaan Malaysia, Fac Engn & Built Environm, Dept Chem & Proc Engn, Bangi 43600, Malaysia.",NA,NA,"0000-0002-8259-1785",NA,14,"Aviation biofuel from renewable resources: Routes, opportunities and
challenges","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000348084800093","J","PERGAMON-ELSEVIER SCIENCE LTD","2015","univ kebangsaan malaysia","malaysia",NA," 43600","bangi","fac engn & built environm"
"83",83,83,NA,NA,NA,NA,0,"Cattolica, R","Cattolica, Robert",7,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.",NA,NA,NA,NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","univ calif san diego","usa","ca","92093","la jolla","dept mech & aerosp engn"
"84",84,84,NA,NA,NA,NA,0,"Faravelli, T","Faravelli, Tiziano",3,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.",NA,"L-2310-2013","0000-0001-8382-7342",NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","politecn milan","italy",NA,"20133"," milan","dipartimento chim mat & ingn chim"
"85",85,85,NA,NA,NA,NA,0,"Frassoldati, A","Frassoldati, Alessio",2,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.",NA,"F-6688-2013","0000-0003-0264-438X",NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","politecn milan","italy",NA,"20133"," milan","dipartimento chim mat & ingn chim"
"86",86,1228,NA,1228,NA,NA,0,"Grana, R","Grana, Roberto",1,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.",NA,NA,NA,NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","politecn milan","italy",NA,"20133"," milan","dipartimento chim mat & ingn chim"
"87",87,87,NA,NA,NA,NA,0,"Niemann, U","Niemann, Ulrich",4,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.",NA,"E-4737-2015","0000-0001-9268-5040",NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","univ calif san diego","usa","ca","92093","la jolla","dept mech & aerosp engn"
"88",88,88,NA,NA,NA,NA,0,"Ranzi, E","Ranzi, Eliseo",5,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.",NA,"L-2366-2013","0000-0002-1395-6074",NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","politecn milan","italy",NA,"20133"," milan","dipartimento chim mat & ingn chim"
"89",89,3412,"Seiser, Reinhard",3412,0.64,4,0,"Seiser, R","Seiser, Reinhard",6,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.",NA,NA,NA,NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","univ calif san diego","usa","ca","92093","la jolla","dept mech & aerosp engn"
"90",90,90,NA,NA,NA,NA,0,"Seshadri, K","Seshadri, Kalyanasundaram",8,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.",NA,NA,NA,NA,15,"An experimental and kinetic modeling study of combustion of isomers of
butanol","COMBUSTION AND FLAME","WOS:000282717200013","J","ELSEVIER SCIENCE INC","2010","univ calif san diego","usa","ca","92093","la jolla","dept mech & aerosp engn"
"91",91,91,NA,NA,NA,NA,0,"Gupta, KK","Gupta, K. K.",1,"Medi Caps Inst Technol & Management, Dept Mech Engn, Indore, Madhya Pradesh, India.",NA,NA,"0000-0003-1419-7951",NA,16,"Bio-fuels for the gas turbine: A review","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000282853500038","J","PERGAMON-ELSEVIER SCIENCE LTD","2010","medi caps inst technol & management","india","madhya pradesh",NA,"indore","medi caps inst technol & management"
"92",92,92,NA,NA,NA,NA,0,"Rehman, A","Rehman, A.",2,"MANIT, Dept Mech Engn, Bhopal, MP, India.",NA,NA,NA,NA,16,"Bio-fuels for the gas turbine: A review","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000282853500038","J","PERGAMON-ELSEVIER SCIENCE LTD","2010","manit","india","mp",NA,"bhopal","dept mech engn"
"93",93,93,NA,NA,NA,NA,0,"Sarviya, RM","Sarviya, R. M.",3,"MANIT, Dept Mech Engn, Bhopal, MP, India.",NA,NA,NA,NA,16,"Bio-fuels for the gas turbine: A review","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000282853500038","J","PERGAMON-ELSEVIER SCIENCE LTD","2010","manit","india","mp",NA,"bhopal","dept mech engn"
"94",94,94,NA,NA,NA,NA,0,"Buffi, M","Buffi, Marco",3,"Univ Florence, Sch Engn, Dept Ind Engn, Renewable Energy COnsortium R&D,RE CORD, Viale Morgagni 40, I-50134 Florence, Italy.",NA,NA,"0000-0003-3241-2053",NA,17,"Review and experimental study on pyrolysis and hydrothermal liquefaction
of microalgae for biofuel production","APPLIED ENERGY","WOS:000390494800002","J","ELSEVIER SCI LTD","2017","univ florence","italy",NA,"50134"," florence","sch engn"
"95",95,95,NA,NA,NA,NA,0,"Chiaramonti, D","Chiaramonti, David",1,"Univ Florence, Sch Engn, Dept Ind Engn, Renewable Energy COnsortium R&D,RE CORD, Viale Morgagni 40, I-50134 Florence, Italy.",NA,"N-8585-2017","0000-0002-1720-7820",NA,17,"Review and experimental study on pyrolysis and hydrothermal liquefaction
of microalgae for biofuel production","APPLIED ENERGY","WOS:000390494800002","J","ELSEVIER SCI LTD","2017","univ florence","italy",NA,"50134"," florence","sch engn"
"96",96,96,NA,NA,NA,NA,0,"Pari, L","Pari, Luigi",5,"Consiglio Ric Agr & Anal Econ Agr, Unita Ric Ingn Agr, Rome, Italy.",NA,NA,NA,NA,17,"Review and experimental study on pyrolysis and hydrothermal liquefaction
of microalgae for biofuel production","APPLIED ENERGY","WOS:000390494800002","J","ELSEVIER SCI LTD","2017","consiglio ric agr & anal econ agr","italy","rome",NA,"unita ric ingn agr",NA
"97",97,97,NA,NA,NA,NA,0,"Prussi, M","Prussi, Matteo",2,"Univ Florence, Sch Engn, Dept Ind Engn, Renewable Energy COnsortium R&D,RE CORD, Viale Morgagni 40, I-50134 Florence, Italy.",NA,"AAZ-1040-2020","0000-0003-3624-0367",NA,17,"Review and experimental study on pyrolysis and hydrothermal liquefaction
of microalgae for biofuel production","APPLIED ENERGY","WOS:000390494800002","J","ELSEVIER SCI LTD","2017","univ florence","italy",NA,"50134"," florence","sch engn"
"98",98,98,NA,NA,NA,NA,0,"Rizzo, AM","Rizzo, Andrea Maria",4,"Univ Florence, Sch Engn, Dept Ind Engn, Renewable Energy COnsortium R&D,RE CORD, Viale Morgagni 40, I-50134 Florence, Italy.",NA,"D-6554-2016","0000-0003-2681-4144",NA,17,"Review and experimental study on pyrolysis and hydrothermal liquefaction
of microalgae for biofuel production","APPLIED ENERGY","WOS:000390494800002","J","ELSEVIER SCI LTD","2017","univ florence","italy",NA,"50134"," florence","sch engn"
"99",99,1125,NA,NA,NA,NA,0,"Anderson, BE","Anderson, Bruce E.",27,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"100",100,100,NA,NA,NA,NA,0,"Barrick, J","Barrick, John",11,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"101",101,101,NA,NA,NA,NA,0,"Beaton, B","Beaton, Brian",9,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"102",102,102,NA,NA,NA,NA,0,"Beyersdorf, AJ","Beyersdorf, Andreas J.",10,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"103",103,103,NA,NA,NA,NA,0,"Brown, A","Brown, Anthony",25,"Natl Res Council Canada, Ottawa, ON, Canada.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","natl res council canada","canada","on",NA,"ottawa",NA
"104",104,3785,NA,3785,NA,NA,0,"Bulzan, D","Bulzan, Dan",12,"NASA, Glenn Res Ctr, Cleveland, OH USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","oh",NA,"cleveland",NA
"105",105,105,NA,NA,NA,NA,0,"Corr, CA","Corr, Chelsea A.",13,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"106",106,2913,NA,1130,NA,NA,0,"Crosbie, E","Crosbie, Ewan",14,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"107",107,107,NA,NA,NA,NA,0,"D'Ascoli, E","D'Ascoli, Eugenio",5,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Atmospher Phys, Oberpfaffenhofen, Germany.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","deutsch zentrum luft & raumfahrt dlr","germany","oberpfaffenhofen",NA,"inst atmospher phys","inst atmospher phys"
"108",108,108,NA,NA,NA,NA,0,"Jurkat, T","Jurkat, Tina",15,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Atmospher Phys, Oberpfaffenhofen, Germany.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","deutsch zentrum luft & raumfahrt dlr","germany","oberpfaffenhofen",NA,"inst atmospher phys","inst atmospher phys"
"109",109,109,NA,NA,NA,NA,0,"Kim, J","Kim, Jin",6,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Atmospher Phys, Oberpfaffenhofen, Germany.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","deutsch zentrum luft & raumfahrt dlr","germany","oberpfaffenhofen",NA,"inst atmospher phys","inst atmospher phys"
"110",110,110,NA,NA,NA,NA,0,"Lichtenstern, M","Lichtenstern, Michael",7,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Atmospher Phys, Oberpfaffenhofen, Germany.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","deutsch zentrum luft & raumfahrt dlr","germany","oberpfaffenhofen",NA,"inst atmospher phys","inst atmospher phys"
"111",111,111,NA,NA,NA,NA,0,"Martin, R","Martin, Robert",16,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,NA,NA,NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"112",112,112,NA,NA,NA,NA,0,"Moore, RH","Moore, Richard H.",1,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,"E-9653-2010","0000-0003-2911-4469",NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"113",113,112,NA,NA,NA,NA,0,"Moore, RH","Moore, Richard H.",1,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,"E-9653-2010","0000-0003-2911-4469",NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"114",114,112,NA,NA,NA,NA,0,"Moore, RH","Moore, Richard H.",1,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,"ABI-4522-2020","0000-0003-2911-4469",NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
"115",115,112,NA,NA,NA,NA,0,"Moore, RH","Moore, Richard H.",1,"NASA, Langley Res Ctr, Hampton, VA 23665 USA.",NA,"ABI-4522-2020","0000-0003-2911-4469",NA,18,"Biofuel blending reduces particle emissions from aircraft engines at
cruise conditions","NATURE","WOS:000396337400048","J","NATURE PUBLISHING GROUP","2017","nasa","usa","va","23665","hampton","langley res ctr"
